distribution_id,simulation_type,n_samples,metadata.synth_metadata_synth_camera_height_min,metadata.synth_metadata_synth_fov_min,metadata.synth_metadata_synth_lighting_intensity_mean,metadata.synth_metadata_synth_lighting_intensity_std,metadata.synth_metadata_synth_materials_roughness_min,metadata.synth_metadata_synth_noise_std_min,metadata.synth_metadata_synth_num_objects,metadata.synth_metadata_synth_palletjack_count_per_model,metadata.synth_metadata_synth_palletjack_rotation_max_z,metadata.synth_metadata_synth_texture_1,metadata.synth_metadata_synth_texture_2,metadata.synth_metadata_synth_texture_3,metadata.synth_metadata_synth_motion_blur_min,metadata.synth_metadata_synth_texture_10,metadata.synth_metadata_synth_texture_4,metadata.synth_metadata_synth_texture_5,metadata.synth_metadata_synth_texture_6,metadata.synth_metadata_synth_texture_7,metadata.synth_metadata_synth_texture_8,metadata.synth_metadata_synth_texture_12,metadata.synth_metadata_synth_texture_11,metadata.synth_metadata_synth_texture_9,metadata.synth_metadata_synth_palletjack_color_randomized,metadata.synth_metadata_synth_camera_roll_min,metadata.synth_metadata_synth_camera_tilt_min,metadata.synth_metadata_synth_camera_type,metadata.synth_metadata_synth_camera_yaw_min,metadata.synth_metadata_synth_clutter_level,metadata.synth_metadata_synth_env_name,metadata.synth_metadata_synth_num_distractor_instances,metadata.synth_metadata_synth_dist_BarelPlastic_diversity,metadata.synth_metadata_synth_dist_BarelPlastic_instances,metadata.synth_metadata_synth_dist_BarelPlastic_occurrence,metadata.synth_metadata_synth_dist_BottlePlastic_diversity,metadata.synth_metadata_synth_dist_BottlePlastic_instances,metadata.synth_metadata_synth_dist_BottlePlastic_occurrence,metadata.synth_metadata_synth_dist_Bucket_diversity,metadata.synth_metadata_synth_dist_Bucket_instances,metadata.synth_metadata_synth_dist_Bucket_occurrence,metadata.synth_metadata_synth_dist_CardBox_diversity,metadata.synth_metadata_synth_dist_CardBox_instances,metadata.synth_metadata_synth_dist_CardBox_occurrence,metadata.synth_metadata_synth_dist_CratePlastic_diversity,metadata.synth_metadata_synth_dist_CratePlastic_instances,metadata.synth_metadata_synth_dist_CratePlastic_occurrence,metadata.synth_metadata_synth_dist_PushCart_diversity,metadata.synth_metadata_synth_dist_PushCart_instances,metadata.synth_metadata_synth_dist_PushCart_occurrence,metadata.synth_metadata_synth_dist_RackPile_diversity,metadata.synth_metadata_synth_dist_RackPile_instances,metadata.synth_metadata_synth_dist_RackPile_occurrence,metadata.synth_metadata_synth_dist_TrafficSigns_diversity,metadata.synth_metadata_synth_dist_TrafficSigns_instances,metadata.synth_metadata_synth_dist_TrafficSigns_occurrence,metadata.synth_metadata_synth_camera_height_max,metadata.synth_metadata_synth_fov_max,metadata.synth_metadata_synth_materials_roughness_max,metadata.synth_metadata_synth_noise_std_max,metadata.synth_metadata_synth_motion_blur_max,metadata.synth_metadata_synth_camera_roll_max,metadata.synth_metadata_synth_camera_tilt_max,metadata.synth_metadata_synth_camera_yaw_max
dist_437,simulation_1,128,1.0142851632745353,69,111079,351750,0.26797829359224085,1.845912690539494,3,2,360,nv_concrete_aged_with_lines.jpg,nv_concrete_aged_with_lines.jpg,nv_asphalt_yellow_weathered.jpg,0.994211624614056,,nv_fireplace_wall.jpg,nv_tile_hexagonal_various.jpg,nv_stone_painted_grey.jpg,nv_rubber_woven_charcoal.jpg,,,,,1,-2,-17,pinhole,-19,0.9292339405015312,full_warehouse,69,3,3,2,2,19,4,1,2,2,3,17,2,2,11,2,1,2,1,1,2,2,2,4,2,2.676535957491467,76,0.5130990972573466,5.931010601574517,2.6920198841793495,4,5,360
dist_438,simulation_1,128,0.6612421822425586,87,83154,691534,0.08313120681377555,1.8646413901169954,3,2,360,nv_rubber_woven_charcoal.jpg,nv_granite_tile.jpg,nv_concrete_aged_with_lines.jpg,0.9636968899819601,,,nv_stucco_red_painted.jpg,nv_stucco_red_painted.jpg,,,,,nv_gravel_grey_leaves.jpg,1,-7,-27,pinhole,-28,1.7646396763291894,full_warehouse,42,2,3,2,2,7,4,1,2,2,3,8,2,2,8,2,1,4,1,1,3,1,2,4,2,2.074648016195372,120,1.0,7.376640653781381,3.4314847198972527,-1,-25,20
dist_439,simulation_1,128,0.18764637748837726,70,139350,483762,0.15967635459501442,3.073885547820387,5,2,360,nv_rubber_woven_charcoal.jpg,nv_wooden_wall.jpg,nv_carpet_abstract_pattern.jpg,1.9942922503541411,,nv_tile_hexagonal_green_white.jpg,nv_concrete_aged_with_lines.jpg,nv_asphalt_yellow_weathered.jpg,nv_asphalt_yellow_weathered.jpg,nv_wooden_wall.jpg,,,nv_wood_siding_weathered_green.jpg,1,-5,-17,pinhole,-14,0.28911110074418367,warehouse,23,2,8,2,2,9,3,1,1,2,4,4,2,2,7,2,1,1,2,1,1,1,2,8,2,0.913515291542311,84,0.9530594739445933,7.937718482678926,4.1045368384408345,13,0,57
dist_440,simulation_1,128,0.7825920500014626,65,109008,569595,0.25895537863485735,0.9967975219480028,3,2,360,nv_asphalt_yellow_weathered.jpg,nv_rubber_woven_charcoal.jpg,nv_brick_red_stacked.jpg,0.49255431395365945,nv_brick_red_stacked.jpg,,nv_fabric_square_grid.jpg,nv_asphalt_yellow_weathered.jpg,nv_brick_reclaimed.jpg,,,nv_brick_reclaimed.jpg,,1,-3,-12,pinhole,-4,0.41833728522519753,full_warehouse,37,3,6,3,2,10,3,1,2,2,4,4,2,2,21,3,1,1,1,1,5,1,2,6,2,1.0113764471048925,83,0.682310102279176,7.785821293114011,0.8597488124721095,3,5,341
dist_441,simulation_1,128,2.235554904920261,58,137556,168269,0.11598539077177338,1.3467466212473274,0,2,360,nv_granite_tile.jpg,nv_marble.jpg,nv_stone_red_hatch.jpg,1.7879609056130366,,nv_stone_painted_grey.jpg,nv_wood_shingles_brown.jpg,nv_stucco_red_painted.jpg,nv_stucco_smooth_blue.jpg,nv_gravel_grey_leaves.jpg,,,nv_gravel_grey_leaves.jpg,1,-1,-17,pinhole,-12,1.127916888998653,warehouse,28,3,9,2,2,4,3,1,2,2,3,13,2,2,5,2,1,1,2,1,5,1,2,3,2,5.5,59,0.4116303332581977,9.441528264542768,3.7059785351486947,0,-9,27
dist_442,simulation_1,128,1.683623960553373,82,92732,717810,0.010283933171629914,0.529889416175405,0,2,360,nv_rubber_woven_charcoal.jpg,nv_tile_square_green.jpg,nv_tile_square_green.jpg,1.4898017743413456,nv_brick_red_stacked.jpg,nv_stucco_smooth_blue.jpg,nv_wooden_wall.jpg,nv_asphalt_yellow_weathered.jpg,nv_wood_siding_weathered_green.jpg,nv_brick_red_stacked.jpg,,,,1,-3,-13,pinhole,-12,0.11382821147076544,warehouse,15,2,4,2,3,6,3,1,3,2,3,3,2,2,12,2,1,3,1,2,3,1,2,4,2,5.304315586602056,106,0.3260474627622788,3.281842745474673,1.8088123169808399,-1,-8,46
dist_443,simulation_1,128,0.8274237952747717,67,65327,553779,0.1933488483315885,0.7578195622353097,2,2,360,nv_rubber_woven_charcoal.jpg,nv_wooden_wall.jpg,nv_rubber_woven_charcoal.jpg,0.5743080668222096,,nv_tile_square_green.jpg,,nv_gravel_grey_leaves.jpg,nv_asphalt_yellow_weathered.jpg,,,,nv_plastic_blue.jpg,1,-2,-12,pinhole,-13,0.3589002594143895,warehouse_multiple_shelves,14,3,16,2,3,5,4,1,1,2,3,17,2,2,2,2,1,3,1,1,1,1,2,3,2,4.558018982421101,100,0.6562440165164005,5.525174917828033,1.9807605618080895,13,5,32
dist_444,simulation_1,128,2.5148045763579274,52,38584,342723,0.1149188404578025,1.6282119667115587,2,2,360,nv_wooden_wall.jpg,nv_brick_reclaimed.jpg,nv_brick_red_stacked.jpg,1.6717306365464517,,nv_brick_red_stacked.jpg,nv_concrete_aged_with_lines.jpg,nv_gravel_grey_leaves.jpg,nv_asphalt_yellow_weathered.jpg,,,,,1,-1,-16,pinhole,-13,0.13073446297145372,warehouse_with_forklifts,39,2,2,2,3,6,3,1,1,2,3,5,2,2,13,3,1,2,1,1,2,1,2,3,2,5.5,100,0.30265729724611495,3.570636460109431,4.733953032820321,4,-6,17
dist_445,simulation_1,128,1.296747162768254,85,108552,424337,0.04111608035124008,1.9374943831586122,0,2,360,nv_marble.jpg,nv_carpet_abstract_pattern.jpg,nv_tile_square_green.jpg,2.7752309968330917,,nv_carpet_abstract_pattern.jpg,nv_wooden_wall.jpg,nv_rubber_woven_charcoal.jpg,nv_wood_siding_weathered_green.jpg,nv_wooden_wall.jpg,,,,1,-5,-10,pinhole,-21,0.6075225163661332,warehouse_with_forklifts,61,2,6,2,2,5,3,1,2,2,3,3,2,3,3,2,1,1,1,1,2,2,2,2,2,5.3450217459260605,114,0.20000000298023224,8.773748141068552,5.573820945624197,0,5,-1
dist_446,simulation_1,128,1.873390962011718,39,103570,454098,0.17085862132205784,3.699250547231987,3,2,360,nv_asphalt_yellow_weathered.jpg,nv_tile_hexagonal_various.jpg,nv_concrete_aged_with_lines.jpg,0.9595282574378889,,nv_plastic_blue.jpg,nv_fabric_square_grid.jpg,nv_gravel_grey_leaves.jpg,nv_gravel_grey_leaves.jpg,,,,nv_brick_red_stacked.jpg,1,-1,-5,pinhole,-22,0.23300579521443573,warehouse_multiple_shelves,29,2,5,2,2,9,3,1,1,2,3,12,2,2,19,2,1,5,1,1,4,1,2,2,2,2.3661587457465174,59,0.43314410855221275,10.114764950686801,3.1922434289926795,2,0,81
